NEWID,AGE,AGE_,ANGOVRTX,ANGO_RTX,ANPRVPNX,ANPR_PNX,ANRRDEDX,ANRR_EDX,ARM_FORC,ARM__ORC,CU_CODE,EARNER,EARNER_,EARNTYPE,EARN_YPE,EDUCA,EDUCA_,EMPLCONT,EMPL_ONT,GOVRETX,GOVRETX_,GROSPAYX,GROS_AYX,IN_COLL,IN_COLL_,INC_HRSQ,INC__RSQ,INCMEDCR,INCM_DCR,INCNONWK,INCN_NWK,INCOMEY,INCOMEY_,INCWEEKQ,INCW_EKQ,INDRETX,INDRETX_,JSSDEDX,JSSDEDX_,MARITAL,MEDICOV,MEDICOV_,MEMBNO,OCCUCODE,OCCU_ODE,PAYPERD,PAYPERD_,PRIVPENX,PRIV_ENX,RRRDEDX,RRRDEDX_,RRRETIRX,RRRE_IRX,SALARYX,SALARYX_,SCHMLWKQ,SCHM_WKQ,SEX,SLFEMPSS,SLFE_PSS,SOCRRX,SOCRRX_,SS_RRQ,SS_RRQ_,SSIX,SSIX_,SSNORM,SSNORM_,SALARYB,SALARYB_,SALARYBX,SALA_YBX,RRRETIRB,RRRE_IRB,RRRETRBX,RRRE_RBX,SSIB,SSIB_,SSIBX,SSIBX_,HORIGIN,HISPANIC,HISP_NIC,MEMBRACE,RC_WHITE,RC_W_ITE,RC_BLACK,RC_B_ACK,RC_NATAM,RC_N_TAM,RC_ASIAN,RC_A_IAN,RC_PACIL,RC_P_CIL,RC_OTHER,RC_O_HER,RC_DK,RC_DK_,ASIAN,ASIAN_,ANGOVRTM,ANGO_RTM,ANPRVPNM,ANPR_PNM,ANRRDEDM,ANRR_EDM,JSSDEDXM,JSSD_DXM,JSSDEDX1,JSSDEDX2,JSSDEDX3,JSSDEDX4,JSSDEDX5,RRRETIRM,RRRE_IRM,RRRETIR1,RRRETIR2,RRRETIR3,RRRETIR4,RRRETIR5,RRRETIRI,SALARYXM,SALA_YXM,SALARYX1,SALARYX2,SALARYX3,SALARYX4,SALARYX5,SALARYXI,SLFEMPSM,SLFE_PSM,SLFEMPS1,SLFEMPS2,SLFEMPS3,SLFEMPS4,SLFEMPS5,SOCRRXM,SOCRRXM_,SOCRRX1,SOCRRX2,SOCRRX3,SOCRRX4,SOCRRX5,SSIXM,SSIXM_,SSIX1,SSIX2,SSIX3,SSIX4,SSIX5,SSIXI,PAYSTUB,PAYSTUB_,SCHLMLPD,SCHL_LPD,SEMPFRM1,SEMPFRM2,SEMPFRM3,SEMPFRM4,SEMPFRM5,SEMPFRMI,SCHLMLX,SCHLMLX_,SEMPFRMX,SEMP_RMX,SEMPFRMM,SEMP_RMM,SMPFRMB,SMPFRMB_,SMPFRMBX,SMPF_MBX,SOCSRRET,SOCS_RET,TAX__NIT,TU_CODE_,TU_D_NDT,WKSTATUS,TRAN_MTX,TRAN_AYX,TRANPD_,TRANPD,TRANDAYX,TRANAMTX,VETERAN,VETERAN_,SCHLMLRX,SCHL_LRX,TAX_UNIT,TU_CODE,TU_DPNDT
05091983,73,D,,A,,A,,A,,A,1,1,D,1,D,7,D,2,D,,A,2800,D,3,D,40,D,2,D,,A,1,D,50,D,,A,19777,T,1,1,D,1,01,D,1,D,,A,,A,2800,D,357358,T,,A,1,30778,T,33600,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,4,,A,,A,,A,4,D,,A,,A,,A,4,D,,A,,A,,A,15483.1,T,15483,15483,15483,15483,15483,2800.0,D,2800,2800,2800,2800,2800,100,291946.9,T,291947,291947,291947,291947,291947,100,21328.5,T,21328,21328,21328,21328,21328,33600.0,D,33600,33600,33600,33600,33600,,A,,,,,,100,2,D,,A,163352,163352,163352,163352,163352,301,,A,,C,163352,T,11,D,187500,D,1,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
05091983,72,D,,B,,B,,B,,A,2,1,D,4,D,7,D,,B,,B,,B,3,D,12,D,2,D,,A,1,D,1,D,,A,0,D,1,,A,2,10,D,,B,,B,,B,1500,D,,B,,A,2,0,D,18000,D,12,D,,A,,A,,B,,B,,A,,A,,A,,A,2,,A,4,,A,,A,,A,4,D,,A,,A,,A,4,D,,B,,B,,B,732.0,D,765,2475,86,7,327,1500.0,D,1500,1500,1500,1500,1500,100,9567.4,D,10000,32347,1127,95,4268,201,0.0,D,0,0,0,0,0,18000.0,D,18000,18000,18000,18000,18000,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,D,1,A,A,A,,,,2,D,,A,1,2,1
05092143,68,D,,A,,A,,A,,A,1,1,D,1,D,8,D,2,D,,A,,C,3,D,40,D,,A,,A,3,D,52,D,,A,2754,D,1,2,D,1,03,D,2,D,,A,,A,,A,36000,D,,A,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2754.0,D,2754,2754,2754,2754,2754,,A,,,,,,100,36000.0,D,36000,36000,36000,36000,36000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
05092143,75,D,,A,,A,,A,,A,2,1,D,2,D,8,D,,A,,A,,A,3,D,20,D,1,D,,A,5,D,52,D,,A,4590,D,1,,A,2,10,D,,A,,A,,A,1400,D,,A,,A,1,4590,D,18779,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,4590.0,D,4590,4590,4590,4590,4590,1400.0,D,1400,1400,1400,1400,1400,100,,A,,,,,,100,4590.0,D,4590,4590,4590,4590,4590,18779.0,D,18779,18779,18779,18779,18779,,A,,,,,,100,,A,,A,30000,30000,30000,30000,30000,100,,A,30000,D,30000,D,,A,,A,1,D,D,D,A,2,A,A,A,,,,2,D,,A,1,2,B
05092163,52,D,,A,,A,,A,2,D,1,1,D,1,D,6,D,1,D,,A,4400,D,3,D,40,D,,A,,A,1,D,52,D,3000,D,8798,D,3,2,D,1,03,D,2,D,,A,,A,,A,115000,D,,A,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,2,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,8798.0,D,8798,8798,8798,8798,8798,,A,,,,,,100,115000.0,D,115000,115000,115000,115000,115000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,1,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
05092163,27,D,,A,,A,,A,2,D,3,1,D,4,D,4,D,2,D,,A,,C,3,D,20,D,,A,,A,1,D,12,D,,A,0,D,5,,A,2,11,D,,C,,A,,A,,A,,C,,A,1,0,D,0,D,,A,,A,2,D,,C,,B,,A,,A,,A,,A,2,,A,2,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,885.6,D,535,2329,457,1071,36,,A,,,,,,100,11579.2,D,6988,30450,5979,14002,477,201,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,1,A,A,A,,,,2,D,,A,2,3,1
05092163,19,D,,A,,A,,A,2,D,3,2,D,,A,4,D,,A,,A,,A,1,D,,A,,A,3,D,,A,0,D,,A,,A,5,,A,3,,A,,A,,A,,A,,A,,A,,A,2,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,2,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,,A,,,,,,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,,A,A,A,,,,2,D,,A,1,3,1
05092233,87,T,,A,,A,,A,,A,1,2,D,,A,5,D,,A,,A,,A,3,D,,A,1,D,1,D,,A,0,D,,A,,A,2,,A,1,,A,,A,,A,,A,1400,D,,A,,A,2,,A,18779,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,1400.0,D,1400,1400,1400,1400,1400,100,,A,,,,,,100,,A,,,,,,18779.0,D,18779,18779,18779,18779,18779,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,D,,A,A,A,,,,2,D,,A,1,1,1
05092243,58,D,,A,,A,,A,2,D,1,1,D,1,D,8,D,2,D,,A,33378,T,3,D,43,D,,A,,A,1,D,52,D,,A,19777,T,1,2,D,1,03,D,6,D,,A,,A,,A,357358,T,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,4,,A,,A,,A,4,D,,A,,A,,A,6,D,,A,,A,,A,15483.1,T,15483,15483,15483,15483,15483,,A,,,,,,100,291946.9,T,291947,291947,291947,291947,291947,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,1,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
05092243,51,D,,A,,A,,A,2,D,2,2,D,,A,7,D,,A,,A,,A,3,D,,A,,A,2,D,,A,0,D,,A,,A,1,,A,2,,A,,A,,A,,A,,A,,A,,A,2,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,4,,A,,A,,A,4,D,,A,,A,,A,6,D,,A,,A,,A,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,,A,,,,,,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,,A,A,A,,,,2,D,,A,1,2,1
05092243,21,D,,A,,A,,A,2,D,3,1,D,3,D,7,D,2,D,,A,2692,D,3,D,40,D,,A,,A,1,D,6,D,,A,618,D,5,1,D,3,03,D,2,D,,A,,A,,A,8076,D,,A,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,4,,A,,A,,A,4,D,,A,,A,,A,6,D,,A,,A,,A,618.0,D,618,618,618,618,618,,A,,,,,,100,8076.0,D,8076,8076,8076,8076,8076,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,1,A,A,A,,,,2,D,,A,2,3,1
05092243,18,D,,A,,A,,A,2,D,3,2,D,,A,5,D,,A,,A,,A,1,D,,A,,A,3,D,,A,0,D,,A,,A,5,,A,4,,A,,A,,A,,A,,A,,A,,A,2,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,4,,A,,A,,A,4,D,,A,,A,,A,6,D,,A,,A,,A,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,,A,,,,,,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,,A,A,A,,,,2,D,,A,1,3,1
05092263,52,D,,A,,A,,A,2,D,1,1,D,2,D,6,D,2,D,,A,1000,D,3,D,25,D,,A,,A,1,D,52,D,1200,D,2448,D,4,,C,1,10,D,2,D,,A,,A,,A,32000,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2448.0,D,2448,2448,2448,2448,2448,,A,,,,,,100,32000.0,D,32000,32000,32000,32000,32000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
05092273,52,D,,A,,B,,A,2,D,1,1,D,1,D,7,D,1,D,,A,,C,3,D,60,D,,A,,A,1,D,52,D,,A,19777,T,5,2,D,1,01,D,2,D,,C,,A,,A,357358,T,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,B,,A,15483.1,T,15483,15483,15483,15483,15483,,A,,,,,,100,291946.9,T,291947,291947,291947,291947,291947,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
05092273,37,D,,A,,B,,A,2,D,8,1,D,2,D,7,D,1,D,,A,,C,3,D,30,D,,A,,A,1,D,52,D,,A,9180,D,5,2,D,2,06,D,2,D,,C,,A,,A,120000,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,B,,A,9180.0,D,9180,9180,9180,9180,9180,,A,,,,,,100,120000.0,D,120000,120000,120000,120000,120000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,2,1,B
05092283,36,D,,A,,A,,A,2,D,1,1,D,3,D,4,D,,C,,A,600,D,3,D,40,D,,A,,A,1,D,12,D,,A,383,D,4,2,D,1,10,D,1,D,,A,,A,,A,5000,D,,A,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,383.0,D,383,383,383,383,383,,A,,,,,,100,5000.0,D,5000,5000,5000,5000,5000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,1,A,A,A,,,,2,D,,A,1,1,1
05092283,16,D,,A,,A,,A,,A,3,1,D,4,D,3,D,,C,,A,200,D,,A,4,D,,A,,A,1,D,12,D,,A,153,D,5,2,D,3,06,D,2,D,,A,,A,,A,,C,,A,2,0,D,0,D,,A,,A,,A,01,D,2000,D,,A,,A,,A,,A,1,1,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,128.2,D,143,66,117,201,114,,A,,,,,,100,1675.8,D,1869,862,1533,2622,1493,301,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,1,A,A,A,,,,,A,,A,1,3,1
05092283,11,D,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,,A,4,,A,,A,,A,,A,,A,,A,,A,2,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,A,,,,,,,,A,,A,,A,,A,,A,,A,D,D,D,,A,A,A,,,,,A,,A,1,3,1
05092283,7,D,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,,A,5,,A,,A,,A,,A,,A,,A,,A,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,A,,,,,,,,A,,A,,A,,A,,A,,A,D,D,D,,A,A,A,,,,,A,,A,1,3,1
05092283,1,D,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,,A,6,,A,,A,,A,,A,,A,,A,,A,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,A,,,,,,,,A,,A,,A,,A,,A,,A,D,D,D,,A,A,A,,,,,A,,A,1,3,1
05092353,54,D,,A,,A,,A,2,D,0,1,D,3,D,4,D,2,D,,A,1100,D,3,D,40,D,,A,,A,1,D,48,D,,A,3978,D,3,2,D,1,12,D,1,D,,A,,A,,A,52000,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3978.0,D,3978,3978,3978,3978,3978,,A,,,,,,100,52000.0,D,52000,52000,52000,52000,52000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
05092353,56,D,,A,,A,,A,2,D,1,2,D,,A,6,D,,A,,A,,A,3,D,,A,2,D,4,D,,A,0,D,,A,,A,3,,A,2,,A,,A,,A,,A,1300,D,,A,,A,2,,A,15600,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,1300.0,D,1300,1300,1300,1300,1300,100,,A,,,,,,100,,A,,,,,,15600.0,D,15600,15600,15600,15600,15600,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,D,,A,A,A,,,,2,D,,A,1,3,1
05092393,47,D,,A,,A,,A,2,D,1,1,D,1,D,6,D,2,D,,A,,C,3,D,80,D,,A,,A,1,D,52,D,,A,4208,D,1,2,D,1,01,D,2,D,,A,,A,,A,,C,,A,2,0,D,0,D,,A,,A,,A,08,D,55000,D,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,4531.6,D,4428,5282,4514,4306,4128,,A,,,,,,100,59236.4,D,57883,69041,59003,56289,53966,301,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
05092393,46,D,,A,,A,,A,2,D,2,1,D,3,D,6,D,2,D,,A,,C,3,D,50,D,,A,,A,1,D,39,D,,A,4208,D,1,2,D,2,11,D,1,D,,A,,A,,A,,C,,A,1,0,D,0,D,,A,,A,,A,08,D,55000,D,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,4447.4,D,4731,4096,4262,4512,4636,,A,,,,,,100,58137.6,D,61848,53541,55715,58979,60605,301,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,2,B
05092393,14,D,,A,,A,,A,,A,3,2,D,,A,3,D,,A,,A,,A,,A,,A,,A,3,D,,A,0,D,,A,,A,5,,A,3,,A,,A,,A,,A,,A,,A,,A,2,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,,A,,,,,,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,,A,A,A,,,,,A,,A,1,3,1
05092403,47,D,,A,,A,,A,2,D,1,1,D,4,D,7,D,2,D,,A,400,D,3,D,20,D,,A,,A,1,D,40,D,6500,D,1530,D,1,,C,1,10,D,2,D,,A,,A,,A,20000,D,,A,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1530.0,D,1530,1530,1530,1530,1530,,A,,,,,,100,20000.0,D,20000,20000,20000,20000,20000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,1,A,A,A,,,,2,D,,A,1,1,1
05092403,52,D,,A,18000,D,,A,2,D,2,1,D,1,D,8,D,1,D,,A,11000,D,3,D,60,D,,A,,A,1,D,52,D,6000,D,19777,T,1,,C,2,01,D,2,D,660,D,,A,,A,357358,T,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,18000,D,,A,15483.1,T,15483,15483,15483,15483,15483,,A,,,,,,100,291946.9,T,291947,291947,291947,291947,291947,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,2,B
05092403,17,D,,A,,A,,A,2,D,3,1,D,4,D,3,D,2,D,,A,180,D,,A,12,D,,A,,A,4,D,3,D,,A,17,D,5,,C,4,02,D,1,D,,A,,A,,A,225,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,17.0,D,17,17,17,17,17,,A,,,,,,100,225.0,D,225,225,225,225,225,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,1,A,A,A,,,,2,D,,A,1,3,1
05092403,13,D,,A,,A,,A,,A,4,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,,A,5,,A,,A,,A,,A,,A,,A,12,D,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,4,D,,,,,,,45,D,,A,,A,,A,,A,,A,D,D,D,,A,A,A,,,,,A,,A,1,3,1
05092423,70,D,,A,,A,,A,,A,1,2,D,,A,7,D,,A,,A,,A,3,D,,A,1,D,1,D,,A,0,D,,A,,A,2,,A,1,,A,,A,,A,,A,1100,D,,A,,A,2,,A,15179,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,1100.0,D,1100,1100,1100,1100,1100,100,,A,,,,,,100,,A,,,,,,15179.0,D,15179,15179,15179,15179,15179,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,D,,A,A,A,,,,2,D,,A,1,1,1
05092433,52,D,,A,,A,,A,2,D,1,1,D,3,D,7,D,2,D,,A,1570,D,3,D,50,D,,A,,A,1,D,48,D,100,D,4973,D,3,1,D,1,02,D,2,D,,A,,A,,A,65000,D,,A,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,4973.0,D,4973,4973,4973,4973,4973,,A,,,,,,100,65000.0,D,65000,65000,65000,65000,65000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,1,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
05092433,17,D,,A,,A,,A,2,D,3,1,D,4,D,3,D,2,D,,A,135,D,,A,9,D,,A,,A,1,D,12,D,,A,0,D,5,1,D,2,10,D,1,D,,A,,A,,A,,C,,A,2,0,D,0,D,,A,,A,,A,,C,,B,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,84.0,D,43,132,45,84,116,,A,,,,,,100,1098.0,D,565,1731,583,1096,1515,201,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,1,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,1,A,A,A,,,,2,D,,A,1,3,1
05092453,50,D,,A,,A,,A,2,D,1,1,D,2,D,6,D,2,D,,A,,C,1,D,16,D,,A,,A,1,D,52,D,,A,918,D,2,2,D,1,03,D,2,D,,A,,A,,A,,C,,A,1,0,D,0,D,,A,,A,,A,03,D,12000,D,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,984.6,D,1121,1039,835,1043,885,,A,,,,,,100,12875.0,D,14660,13588,10919,13634,11574,301,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,1,A,A,A,,,,1,D,,A,1,1,1
05092483,40,D,,B,,A,,A,2,D,1,1,D,3,D,5,D,2,D,,C,600,D,3,D,50,D,,A,,A,1,D,24,D,,A,1530,D,5,1,D,1,12,D,1,D,,A,,A,,A,20000,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,6,D,1,,A,,A,,A,,A,,A,6,D,,A,,A,,B,,A,,A,1530.0,D,1530,1530,1530,1530,1530,,A,,,,,,100,20000.0,D,20000,20000,20000,20000,20000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
05092503,38,D,,A,,A,,A,2,D,1,1,D,1,D,4,D,2,D,,A,965,D,3,D,60,D,,A,,A,5,D,51,D,,A,3672,D,5,1,D,1,04,D,2,D,,A,,A,,A,48000,D,,A,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,5,,A,,A,,A,,A,5,D,,A,,A,,A,,A,,A,,A,5693.2,D,3754,6818,4722,3726,9446,,A,,,,,,100,48000.0,D,48000,48000,48000,48000,48000,100,2021.2,D,82,3146,1050,54,5774,,A,,,,,,,A,,,,,,100,2,D,,A,534,20562,6861,352,37738,201,,A,,B,13209,D,,B,,B,2,D,D,D,A,2,A,A,A,,,,2,D,,A,1,1,B
05092583,54,D,25,D,50,D,,A,2,D,1,1,D,1,D,3,D,1,D,25,D,900,D,,A,49,D,,A,,A,1,D,52,D,,A,69,D,3,1,D,1,12,D,1,D,50,D,,A,,A,900,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,25,D,50,D,,A,69.0,D,69,69,69,69,69,,A,,,,,,100,900.0,D,900,900,900,900,900,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,1,A,A,A,,,,2,D,,A,1,1,1
05092583,30,D,15,D,25,D,,A,2,D,3,1,D,1,D,4,D,1,D,15,D,1000,D,3,D,40,D,,A,,A,1,D,52,D,,A,77,D,5,1,D,2,12,D,1,D,25,D,,A,,A,1000,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,15,D,25,D,,A,77.0,D,77,77,77,77,77,,A,,,,,,100,1000.0,D,1000,1000,1000,1000,1000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,1,A,A,A,,,,2,D,,A,1,3,1
